label,message,processed_message
0,Yes. It's all innocent fun. O:-),yes innocent fun
0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
0,I went to ur hon lab but no one is there.,went ur hon lab one
0,Sounds like you have many talents! would you like to go on a dinner date next week?,sound like many talent would like go dinner date next week
0,Your daily text from me â a favour this time,daily text favour time
0,But you dint in touch with me.,dint touch
0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS Â FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IÂL CALL U""",keep ur problem ur heart bcoz nobody fight u u amp u fight ur self amp win battle vivekanand g sd ham yeah give call youve got minute ham hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried thnovbehind ourbacks fuckinniceselfishdeviousbitchanywayil call u
0,Delhi and chennai still silent.,delhi chennai still silent
0,i thought we were doing a king of the hill thing there.,thought king hill thing
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera awarded sipix digital camera call fromm landline delivery within day
0,Easy ah?sen got selected means its good..,easy ahsen got selected mean good
0,"Sorry, I can't help you on this.",sorry cant help
0,Still in customer place,still customer place
0,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain tvhe drunken
0,"Itâs Â£6 to get in, is that ok?",get ok
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good way give u ticket sat eve speak x
0,I am in your office na.,office na
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entry grprizes wkly comp chance win latest nokia psp cash every wktxt great httpwwwgrprizescom
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died come im getting gram wheres place
0,Networking job is there.,networking job
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,unsubscribed service get ton sexy babe hunk straight phone go httpgotbabescouk subscription
0,Where @,
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
0,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",call youcarlos isare phone vibrate acting might hear text
0,"Ok da, i already planned. I wil pick you.",ok da already planned wil pick
0,"Yo my trip got postponed, you still stocked up?",yo trip got postponed still stocked
0,Ok,ok
0,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,thought bout drink tap spile seven pub gas st broad st canal ok
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free st week nokia tone ur mob every week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normptone
0,O we cant see if we can join denis and mina? Or does denis want alone time,cant see join denis mina denis want alone time
0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,darling sister whens school resuming minimum wait period reapply take care
0,Then we gotta do it after that,got ta
0,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",fact youre cleaning show know im upset priority constantly want need
0,I am not having her number sir,number sir
0,Was the actual exam harder than NBME,actual exam harder nbme
0,Ã v ma fan...,v fan
0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,dont go tell friend youre sure want live smoke much spend hour begging come smoke
0,Then dun wear jeans lor...,dun wear jean lor
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy return day dear sweet heart happy birthday dear
0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pls tell nelson bb longer comin money expecting aint coming
0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennaii surely pick usno competition
0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",hello boytoy geeee miss already woke wish bed cuddling love
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone
0,Dude just saw a parked car with its sunroof popped up. Sux,dude saw parked car sunroof popped sux
0,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u ok already lar e nydc wheellock
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream
0,Ok. How many should i buy.,ok many buy
0,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan
0,Teach me apps da. When you come to college.,teach apps da come college
0,Should i send you naughty pix? :),send naughty pix
0,Hey... Why dont we just go watch x men and have lunch... Haha ,hey dont go watch x men lunch haha
0,LOL ... No just was busy,lol busy
0,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,house e sky quite dark liao raining got excuse run already rite hee
0,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope ur ok give u buz wedlunch go outsomewhere adrink towncud go watershd bit ppl fromwrk bthere love petexxx
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
0,Eatin my lunch...,eatin lunch
0,"I can't, I don't have her number!",cant dont number
0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
0,Please ask mummy to call father,please ask mummy call father
0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry
0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
0,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call get chance friend mine wanted ask big order
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi spoke maneesha v wed like know satisfied experience reply toll free yes
0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry never hear unless book one kinda jokethet really looking skinny white girl one lineyou much camera something like theyre casting look
0,Nope... Juz off from work...,nope juz work
0,Ã eatin later but i'm eatin wif my frens now lei... Ã going home first? ,eatin later im eatin wif frens lei going home first
1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks ringtone order reference number x mobile charged tone arrive please call customer service colourredtextcolourtxtstar
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start saying big thing actually start understanding small thing nice evening bslvyl
0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,watching movie already xy want shop im shopping w
0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,back bit long co accident divert via wadebridgei brilliant weekend thanks speak soon lot love
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi u want join sts later meeting five call u class
0,Y so late but i need to go n get da laptop...,late need go n get da laptop
0,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,co shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor
0,Yes:)sura in sun tv.:)lol.,yessura sun tvlol
0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face
